Año,Trimestre,Provincia,Mbps (Media de bajada),Localidad
,,,,Villa Alpina
,,,,Villa Amancay
,,,,Villa Berna
,,,,Villa Ciudad Parque Los Reartes
,,,,Villa Ciudad Parque Los Reartes (1a. Sección)
,,,,Villa Ciudad Parque Los Reartes (3a. Sección)
,,,,Villa del Dique
,,,,Villa General Belgrano
,,,,Villa Quillinzo
,,,,Villa Rumipal
,,,,Villa San Miguel
,,,,Villa Yacanto
,,,,Córdoba
,,,,Agua de Oro
,,,,Ascochinga
,,,,Colonia Caroya
,,,,Colonia Tirolesa
,,,,Dumesnil
,,,,El Manzano
,,,,General Paz
,,,,Jesús María
,,,,La Calera
,,,,La Granja
,,,,Los Molles
,,,,Malvinas Argentinas
,,,,Mendiolaza
,,,,Mi Granja
,,,,OTROS
,,,,Pajas Blancas
,,,,Río Ceballos
,,,,Saldán
,,,,Salsipuedes
,,,,Unquillo
,,,,Villa Allende
,,,,Villa Cerro Azul
,,,,Villa El Fachinal - Parque Norte - Guiñazú Norte
,,,,Villa Los Llanos - Juárez Celman
,,,,Alto de los Quebrachos
,,,,Bañado de Soto
,,,,Cruz de Caña
,,,,Cruz del Eje
,,,,El Brete
,,,,Guanaco Muerto
,,,,La Banda
,,,,La Batea
,,,,La Higuera
,,,,Las Playas
,,,,Los Chañaritos
,,,,Media Naranja
,,,,Paso Viejo
,,,,San Marcos Sierra
,,,,Serrezuela
,,,,Tuclame
,,,,Villa de Soto
,,,,Del Campillo
,,,,Hipólito Bouchard
,,,,Huinca Renancó
,,,,ITALÓ
,,,,PINCÉN
,,,,Santa Magdalena (Est. Jovita)
,,,,Villa Huidobro
,,,,Villa Valeria
,,,,Arroyo Algodón
,,,,Arroyo Cabral
,,,,Ausonia
,,,,Chazón
,,,,Etruria
,,,,La Laguna
,,,,La Palestina
,,,,La Playosa
,,,,Pasco
,,,,Silvio Pellico
,,,,Ticino
,,,,Tío Pujio
,,,,Villa María
,,,,Villa Nueva
,,,,Chuña
,,,,Copacabana
,,,,Deán Funes
,,,,Esquina del Alambre
,,,,Los Chañaritos
,,,,Olivares de San Nicolás
,,,,Quilino
,,,,Villa Quilino
,,,,Alejandro Roca (Est. Alejandro)
,,,,Bengolea
,,,,Carnerillo
,,,,Charras
,,,,General Cabrera
,,,,General Deheza
,,,,Huanchillas
,,,,La Carlota
,,,,Los Cisnes
,,,,Olaeta
,,,,Santa Eufemia
,,,,Ucacha
,,,,Villa Reducción
,,,,Alejo Ledesma
,,,,Arias
,,,,Camilo Aldao
,,,,Capitán General Bernardo O'Higgins
,,,,Cavanagh
,,,,Colonia Italiana
,,,,Corral de Bustos
,,,,Cruz Alta
,,,,General Baldissera
,,,,General Roca
,,,,Guatimozín
,,,,Inriville
,,,,Isla Verde
,,,,Leones
,,,,Los Surgentes
,,,,Marcos Juárez
,,,,Monte Buey
,,,,Saira
,,,,Villa Elisa
,,,,Ciénaga del Coro
,,,,El Chacho
,,,,Estancia de Guadalupe
,,,,La Playa
,,,,San Carlos Minas
,,,,Tosno
,,,,OTROS
,,,,Chancani
,,,,Las Palmas
,,,,Los Talares
,,,,Salsacate
,,,,San Gerónimo
,,,,Tala Cañada
,,,,Taninga
,,,,Villa de Pocho
,,,,General Levalle
,,,,La Cesira
,,,,Laboulaye
,,,,Leguizamón
,,,,Melo
,,,,Río Bamba
,,,,Rosales
,,,,Serrano
,,,,Bialet Massé
,,,,Cabalango
,,,,Capilla del Monte
,,,,Casa Grande
,,,,Charbonier
,,,,Cosquín
,,,,Cuesta Blanca
,,,,Estancia Vieja
,,,,Huerta Grande
,,,,La Cumbre
,,,,La Falda
,,,,Las Jarillas
,,,,Los Cocos
,,,,Mayu Sumaj
,,,,San Antonio de Arredondo
,,,,San Esteban
,,,,San Roque
,,,,Santa María de Punilla
,,,,Tala Huasi
,,,,Tanti
,,,,Valle Hermoso
,,,,Villa Carlos Paz
,,,,Villa Giardino
,,,,Villa Parque Siquimán
,,,,Villa Río Icho Cruz
,,,,Villa Santa Cruz del Lago
,,,,Achiras
,,,,Adelia María
,,,,Alcira (Est. Gigena)
,,,,ALPA CORRAL
,,,,Berrotarán
,,,,Bulnes
,,,,Chaján
,,,,Chucul
,,,,Coronel Baigorria
,,,,Coronel Moldes
,,,,Elena
,,,,La Carolina
,,,,Las Acequias
,,,,LAS ALBAHACAS
,,,,Las Higueras
,,,,Las Peñas
,,,,Las Vertientes
,,,,OTROS
,,,,Río Cuarto
,,,,Sampacho
,,,,San Basilio
,,,,Santa Catalina (Est. Holmberg)
,,,,Vicuña Mackenna
,,,,VILLA EL CHACAY
,,,,Washington
,,,,Cañada de Machado
,,,,Diego de Rojas
,,,,Esquina
,,,,La Para
,,,,La Puerta
,,,,La Quinta
,,,,Montecristo
,,,,OTROS
,,,,Piquillín
,,,,Río Primero
,,,,Santa Rosa de Río Primero
,,,,Villa Fontana
,,,,Cerro Colorado
,,,,Rayo Cortado
,,,,Sebastián Elcano
,,,,Villa de María
,,,,Calchín
,,,,Capilla del Carmen
,,,,Carrilobo
,,,,Colazo
,,,,Costasacate
,,,,Laguna Larga
,,,,Las Junturas
,,,,Los Chañaritos
,,,,Luque
,,,,Manfredi
,,,,Oncativo
,,,,Pilar
,,,,Pozo del Molle
,,,,Rincón
,,,,Río Segundo
,,,,Santiago Temple
,,,,Villa del Rosario
,,,,Arroyo Los Patos
,,,,El Huayco
,,,,La Cortadera
,,,,Las Calles
,,,,Las Rabonas
,,,,Mina Clavero
,,,,Nono
,,,,San Huberto
,,,,San Lorenzo
,,,,San Pedro
,,,,San Vicente
,,,,Sauce Arriba
,,,,Villa Cura Brochero
,,,,Villa Sarmiento
,,,,Conlara
,,,,Cruz Caña
,,,,Dos Arroyos
,,,,El Pantanillo
,,,,La Paz
,,,,La Población
,,,,La Ramada
,,,,La Travesía
,,,,Las Chacras
,,,,Las Tapias
,,,,Loma Bola
,,,,Los Cerrillos
,,,,Los Hornillos
,,,,Los Molles
,,,,Los Romeros
,,,,Luyaba
,,,,Quebracho Ladeado
,,,,Quebrada de los Pozos
,,,,San Javier y Yacanto
,,,,San José
,,,,Villa de las Rosas
,,,,Villa Dolores
,,,,Villa La Viña
,,,,Alicia
,,,,Altos de Chipión
,,,,Arroyito
,,,,Brinkmann
,,,,Colonia Anita
,,,,Colonia Las Pichanas
,,,,Colonia Marina
,,,,Colonia San Bartolomé
,,,,Colonia Vignaud
,,,,Devoto
,,,,El Arañado
,,,,El Fortín
,,,,El Fuertecito
,,,,El Tío
,,,,Estación Luxardo
,,,,Freyre
,,,,La Francia
,,,,La Paquita
,,,,La Tordilla
,,,,Las Varas
,,,,Las Varillas
,,,,Marull
,,,,Miramar
,,,,Morteros
,,,,Plaza Luxardo
,,,,Plaza San Francisco
,,,,Porteña
,,,,Quebracho Herrado
,,,,Sacanta
,,,,San Francisco
,,,,Saturnino María Laspiur
,,,,Seeber
,,,,Toro Pujio
,,,,Transito
,,,,Tránsito
,,,,Villa Concepción del Tío
,,,,Villa del Tránsito
,,,,Villa San Esteban
,,,,Alta Gracia
,,,,Anisacate
,,,,Despeñaderos
,,,,José de la Quintana
,,,,La Carbonada
,,,,La Cumbrecita
,,,,La Donosa
,,,,La Paisanita
,,,,Malagueño
,,,,Monte Ralo
,,,,Potrero de Garay
,,,,San Nicolás
,,,,Toledo
,,,,Valle de Anisacate
,,,,Villa Ciudad de América (Loteo Diego de Rojas)
,,,,Villa del Prado
,,,,Villa La Bolsa
,,,,Villa Los Aromos
,,,,Villa Parque Santa Ana
,,,,Villa San Isidro - José de la Quintana
,,,,Caminiaga
,,,,San Francisco del Chañar
,,,,Almafuerte
,,,,Colonia Almada
,,,,Corralito
,,,,Dalmacio Vélez
,,,,General Fotheringham
,,,,Hernando
,,,,James Craik
,,,,Las Isletillas
,,,,Las Perdices
,,,,Oliva
,,,,Pampayasta Norte
,,,,Pampayasta Sur
,,,,Punta del Agua
,,,,Río Tercero
,,,,Tancacha
,,,,Villa Ascasubi
,,,,Las Peñas
,,,,Sarmiento
,,,,Sinsacate
,,,,Villa del Totoral
,,,,Las Arrias
,,,,Rosario del Saladillo
,,,,San José de la Dormida
,,,,San Pedro Norte
,,,,Villa Tulumba
,,,,Alto Alegre
,,,,Ballesteros
,,,,Ballesteros Sur
,,,,Bell Ville
,,,,Benjamín Gould
,,,,Canals
,,,,Chilibroste
,,,,Cintra
,,,,Colonia Bismarck
,,,,Idiazabal
,,,,Justiniano Posse
,,,,Laborde
,,,,Monte Maíz
,,,,Morrison
,,,,Noetinger
,,,,Ordóñez
,,,,Pascanas
,,,,Pueblo Italiano
,,,,Ramón J. Cárcano
,,,,San Antonio de Litín
,,,,San Marcos
,,,,Viamonte
,,,,Wenceslao Escalante
,,,,Bella Vista
,,,,Berón de Astrada
,,,,Corrientes
,,,,Laguna Brava
,,,,Riachuelo
,,,,San Cayetano
,,,,Concepción
,,,,Santa Rosa
,,,,Tabay
,,,,Tatacua
,,,,Cazadores Correntinos
,,,,Curuzú Cuatiá
,,,,Perugorría
,,,,El Sombrero
,,,,Empedrado
,,,,Esquina
,,,,Pueblo Libertador
,,,,Alvear
,,,,Itá Ibaté
,,,,Lomas de Vallejos
,,,,Nuestra Señora del Rosario de Caá Catí
,,,,Palmar Grande
,,,,Colonia Carolina
,,,,Goya
,,,,Itatí
,,,,Ramada Paso
,,,,Colonia Liebig's
,,,,Ituzaingó
,,,,Villa Olivari
,,,,Gobernador Juan E. Martínez
,,,,Lavalle
,,,,Santa Lucía
,,,,Mburucuyá
,,,,Felipe Yofré
,,,,Mariano I. Loza  (Est. Justino Solari)
,,,,Mercedes
,,,,Colonia Libertad
,,,,Estación Libertad
,,,,Juan Pujol
,,,,Mocoretá
,,,,Monte Caseros
,,,,Parada Acuña
,,,,Parada Labougle
,,,,OTROS
,,,,Bonpland
,,,,Parada Pucheta
,,,,Paso de los Libres
,,,,Saladas
,,,,San Lorenzo
,,,,Paso de la Patria
,,,,San Cosme
,,,,Santa Ana
,,,,San Luis del Palmar
,,,,La Cruz
,,,,Loreto
,,,,San Miguel
,,,,Chavarría
,,,,Pedro R. Fernández (Est. Manuel F. Mantilla)
,,,,San Roque
,,,,Gobernador Igr. Valentín Virasoro
,,,,José Rafael Gómez
,,,,Santo Tomé
,,,,Sauce
,,,,Arroyo Barú
,,,,Colón
,,,,Colonia Hugues
,,,,El Brillante
,,,,Hambis
,,,,Hocker
,,,,La Clarita
,,,,Pueblo Liebig's
,,,,San José
,,,,Ubajay
,,,,Villa  Elisa
,,,,Calabacilla
,,,,Clodomiro Ledesma
,,,,Colonia Ayuí
,,,,Concordia
,,,,Estación Yeruá
,,,,Estación Yuquerí
,,,,Estancia Grande
,,,,La Criolla
,,,,Los Charrúas
,,,,Nueva Escocia
,,,,Osvaldo Magnasco
,,,,Puerto Yeruá
,,,,Aldea Brasilera
,,,,Aldea Protestante
,,,,Aldea Spatzenkutter
,,,,Aldea Valle María
,,,,Colonia Ensayo
,,,,Diamante
,,,,Estación Camps
,,,,General Alvear
,,,,General Racedo
,,,,General Ramírez
,,,,OTROS
,,,,Strobel
,,,,Villa Libertador San Martín
,,,,Chajarí
,,,,Colonia Alemana
,,,,Colonia Ensanche Sauce
,,,,Colonia La Argentina
,,,,Colonia Peña
,,,,Colonia Santa María
,,,,Federación
,,,,Los Conquistadores
,,,,San Jaime de la Frontera
,,,,San Pedro
,,,,San Ramón
,,,,Santa Ana
,,,,Villa del Rosario
,,,,Conscripto Bernardi
,,,,El Cimarrón
,,,,Federal
,,,,Nueva Vizcaya
,,,,Sauce de Luna
,,,,San José de Feliciano
,,,,San Víctor
,,,,General Galarza
,,,,Gualeguay
,,,,Aldea San Antonio
,,,,Aldea San Juan
,,,,Enrique Carbó
,,,,Faustino M. Parera
,,,,Gilbert
,,,,Gualeguaychú
,,,,Larroque
,,,,Pueblo General Belgrano
,,,,Urdinarrain
,,,,Ceibas
,,,,Ibicuy
,,,,Médanos
,,,,OTROS
,,,,Villa Paranacito
,,,,Bovril
,,,,Colonia Avigdor
,,,,El Solar
,,,,La Paz
,,,,Piedras Blancas
,,,,Pueblo Arrúa (Est. Alcaraz)
,,,,San Gustavo
,,,,Santa Elena
,,,,Aranguren
,,,,Betbeder
,,,,Don Cristóbal
,,,,Febré
,,,,Hernández
,,,,Lucas González
,,,,Nogoyá
,,,,OTROS
,,,,XX de Setiembre
,,,,OTROS
,,,,Aldea María Luisa
,,,,Aldea San Rafael
,,,,Cerrito
,,,,Colonia Avellaneda
,,,,Crespo
,,,,Crucesitas Séptima Sección
,,,,El Palenque
,,,,El Pingo
,,,,El Ramblón
,,,,Hasenkamp
,,,,Hernandarias
,,,,La Picada
,,,,Las Tunas
,,,,María Grande
,,,,Oro Verde
,,,,OTROS
,,,,Paraná
,,,,Pueblo Brugo
,,,,San Benito
,,,,Sauce Montrull
,,,,Seguí
,,,,Tabossi
,,,,Viale
,,,,Villa Urquiza
,,,,General Campos
,,,,San Salvador
,,,,Durazno
,,,,Gobernador Echagüe
,,,,Gobernador Mansilla
,,,,Gobernador Solá
,,,,Maciá
,,,,Rosario del Tala
,,,,1º de Mayo
,,,,Basavilbaso
,,,,Caseros
,,,,Colonia Elía
,,,,Concepción del Uruguay
,,,,Estancia San Pedro
,,,,Herrera
,,,,Las Moscas
,,,,Líbaros
,,,,Pronunciamiento
,,,,Rocamora
,,,,Santa Anita
,,,,Villa Mantero
,,,,Villa San Justo
,,,,Villa San Marcial (Est. Gobernador Urquiza)
,,,,Molino Doll
,,,,Rincón de Nogoyá
,,,,Victoria
,,,,Estación Raíces
,,,,Ingeniero Miguel Sajaroff
,,,,Jubileo
,,,,Paso de la Laguna
,,,,Villa Clara
,,,,Villa Domínguez
,,,,Villaguay
,,,,Fortín Soledad
,,,,Guadalcazar
,,,,La Rinconada
,,,,Laguna Yema
,,,,Lamadrid
,,,,Los Chiriguanos
,,,,Pozo de Maza
,,,,Pozo del Mortero
,,,,Vaca Perdida
,,,,Colonia Pastoril
,,,,Formosa
,,,,Gran Guardia
,,,,Mariano Boedo
,,,,Mojón de Fierro
,,,,San Hilario
,,,,Villa del Carmen
,,,,Banco Payaguá
,,,,General Lucio Victorio Mansilla
,,,,Herradura
,,,,OTROS
,,,,San Francisco de Laishi
,,,,Tatané
,,,,Villa Escolar
,,,,Ingeniero Guillermo N. Juárez
,,,,OTROS
,,,,Bartolomé de las Casas
,,,,Comandante Fontana
,,,,Estanislao del Campo
,,,,Fortín Cabo 1º Lugones
,,,,Fortín Sargento 1º Leyes
,,,,Ibarreta
,,,,Juan G. Bazán
,,,,Las Lomitas
,,,,Posta Cambio Zalazar
,,,,Pozo del Tigre
,,,,San Martín I
,,,,San Martín II
,,,,Subteniente Perín
,,,,Villa General Güemes
,,,,Villa General Manuel Belgrano
,,,,Buena Vista
,,,,El Espinillo
,,,,Laguna Gallo
,,,,Misión Tacaagle
,,,,Portón Negro
,,,,Tres Lagunas
,,,,Clorinda
,,,,Laguna Blanca
,,,,Laguna Naick-Neck
,,,,Palma Sola
,,,,Puerto Pilcomayo
,,,,Riacho He-He
,,,,Riacho Negro
,,,,Siete Palmas
,,,,Colonia Campo Villafañe
,,,,El Colorado
,,,,OTROS
,,,,Palo Santo
,,,,Pirané
,,,,Villa Kilómetro 213
,,,,El Potrillo
,,,,El Quebracho
,,,,General Mosconi
,,,,OTROS
,,,,Abra Pampa
,,,,La Redonda
,,,,Puesto del Marquéz
,,,,Dr. Manuel Belgrano
,,,,Guerrero
,,,,León
,,,,Lozano (Ap. Chañi)
,,,,San Salvador de Jujuy (Est. Jujuy)
,,,,Yala
,,,,Aguas Calientes
,,,,El Carmen
,,,,Manantiales
,,,,Monterrico
,,,,Pampa Blanca
,,,,Perico
,,,,Puesto Viejo
,,,,El Aguilar
,,,,Hipólito Yrigoyen (Est. Iturbe)
,,,,Humahuaca
,,,,Tres Cruces
,,,,Uquía (Est. Senador Pérez)
,,,,Caimancito
,,,,Calilegua
,,,,Chalicán
,,,,Fraile Pintado
,,,,Libertador General San Martín (Est. Ledesma)
,,,,Yuto
,,,,OTROS
,,,,Carahunco
,,,,Centro Forestal
,,,,Palpalá (Est. Gral. Manuel N. Savio)
,,,,Coyaguaima
,,,,Lagunillas de Farallón
,,,,Liviara
,,,,Loma Blanca
,,,,Nuevo Pirquitas
,,,,Orosmayo
,,,,Rinconada
,,,,El Ceibal
,,,,Los Alisos
,,,,San Antonio
,,,,Don Emilio
,,,,La Esperanza
,,,,La Mendieta
,,,,Rosario de Río Grande
,,,,San Lucas
,,,,San Pedro (Est. San Pedro de Jujuy)
,,,,El Fuerte
,,,,El Piquete
,,,,El Talar
,,,,OTROS
,,,,Palma Sola
,,,,Santa Clara
,,,,Vinalito
,,,,Casira
,,,,Ciénega
,,,,Cieneguillas
,,,,Cusi Cusi
,,,,Misarrumi
,,,,Oratorio
,,,,Paicone
,,,,Santa Catalina
,,,,Catua
,,,,Coranzuli
,,,,El Toro
,,,,Huáncar
,,,,Jama
,,,,Mina Providencia
,,,,Olacapato
,,,,Olaroz Chico
,,,,Pastos Chicos
,,,,Puesto Sey
,,,,San Juan de Quillaqués
,,,,Susques
,,,,Huacalera
,,,,Maimará
,,,,Tilcara
,,,,Bárcena
,,,,El Moreno
,,,,Purmamarca
,,,,Tumbaya
,,,,Volcán
,,,,Santa Ana
,,,,Barrios
,,,,Cangrejillos
,,,,La Intermedia
,,,,La Quiaca
,,,,Pumahuasi
,,,,Yavi
,,,,Yavi Chico
,,,,Doblas
,,,,Macachín
,,,,Miguel Riglos
,,,,Rolón
,,,,Tomas M. Anchorena
,,,,Anzoategui
,,,,La Adela
,,,,Anguil
,,,,Santa Rosa
,,,,Catriló
,,,,La Gloria
,,,,Lonquimay
,,,,Uriburu
,,,,Santa Isabel
,,,,Bernardo Larroude
,,,,Ceballos
,,,,Coronel Hilario Lagos (Est. Aguas Buenas)
,,,,Intendente Alvear
,,,,Sarah
,,,,Vértiz
,,,,La Humada
,,,,Conhelo
,,,,Eduardo Castex
,,,,Mauricio Mayer
,,,,Monte Nievas
,,,,Rucanelo
,,,,Winifreda
,,,,Gobernador Duval
,,,,Puelches
,,,,Alpachiri
,,,,General Manuel J. Campos
,,,,Guatraché
,,,,Perú
,,,,Santa Teresa
,,,,Abramo
,,,,Bernasconi
,,,,General San Martín (Est. Villa Alba)
,,,,Jacinto Arauz
,,,,Cuchillo Co
,,,,La Reforma
,,,,Limay Mahuida
,,,,Carro Quemado
,,,,Loventué
,,,,Luan Toro
,,,,Telén
,,,,Victorica
,,,,Agustoni
,,,,Dorila
,,,,General Pico
,,,,Speluzzi
,,,,OTROS
,,,,25 de Mayo
,,,,Casa De Piedra
,,,,Puelén
,,,,Colonia Barón
,,,,Miguel Cané
,,,,Quemú Quemú
,,,,Relmo
,,,,Villa Mirasol
,,,,Caleufú
,,,,La Maruja
,,,,Parera
,,,,Quetrequén
,,,,Rancul
,,,,Adolfo Van Praet
,,,,Alta Italia
,,,,Damián Maisonave (Est. Simson)
,,,,Embajador Martini
,,,,Falucho
,,,,Ingeniero Luiggi
,,,,Ojeda
,,,,Realicó
,,,,Toay
,,,,Arata
,,,,Metileo
,,,,Trenel
,,,,Ataliva Roca
,,,,Chacharramendi
,,,,Colonia Santa María
,,,,General Acha
,,,,Quehué
,,,,Unanué
,,,,Aimogasta
,,,,Estación Mazán
,,,,Villa Mazán
,,,,La Rioja
,,,,Aminga
,,,,Anillaco
,,,,Anjullón
,,,,Chuquis
,,,,Los Molinos
,,,,Pinchas
,,,,San Pedro
,,,,Santa Vera Cruz
,,,,Chamical
,,,,Chilecito
,,,,Colonia Anguinán
,,,,Colonia Vichigasta
,,,,La Puntilla
,,,,Los Sarmientos
,,,,Malligasta
,,,,Nonogasta
,,,,San Miguel
,,,,San Nicolás
,,,,Santa Florentina
,,,,Sañogasta
,,,,Tilimuqui
,,,,Vichigasta
,,,,Aicuña
,,,,Guandacol
,,,,Los Palacios
,,,,Pagancillo
,,,,Santa Clara
,,,,Villa Unión
,,,,Angulos
,,,,Campanas
,,,,Chañarmuyo
,,,,Famatina
,,,,La Cuadra
,,,,Pituil
,,,,Santa Cruz
,,,,Punta de los Llanos
,,,,Tama
,,,,Chañar
,,,,Loma Blanca
,,,,Olta
,,,,Malanzán
,,,,Nácate
,,,,Portezuelo
,,,,San Antonio
,,,,Villa Castelli
,,,,Ambil
,,,,Milagro
,,,,Santa Rita de Catuna
,,,,Ulapes
,,,,Amaná
,,,,OTROS
,,,,Patquía
,,,,OTROS
,,,,Chepes
,,,,Desiderio Tello
,,,,Alpasinche
,,,,Andolucas
,,,,Chaupihuasi
,,,,Cuipan
,,,,Las Talas
,,,,Los Robles
,,,,Salicas - San Blas
,,,,San Blas
,,,,Shaqui
,,,,Villa Sanagasta
,,,,Villa San José de Vinchina
,,,,Mendoza
,,,,Bowen
,,,,Carmensa
,,,,General Alvear
,,,,Gobernador Benegas
,,,,Godoy Cruz
,,,,Las Tortugas
,,,,San Francisco Del Monte
,,,,Villa Hipodromo
,,,,Bermejo
,,,,Buena Nueva
,,,,Capilla Del Rosario
,,,,Colonia Segovia
,,,,Dorrego
,,,,El Sauce
,,,,Guaymallén
,,,,Jesus Nazareno
,,,,La Primavera
,,,,Las Cañas
,,,,Los Corralitos
,,,,OTROS
,,,,Pedro Molina
,,,,Puente de Hierro
,,,,Rodeo De La Cruz
,,,,San Francisco Del Monte
,,,,San Jose
,,,,Ingeniero Giagnoni
,,,,Junín
,,,,La Colonia
,,,,Los Barriales
,,,,Medrano
,,,,OTROS
,,,,Phillips
,,,,Rodríguez Peña
,,,,La Paz
,,,,El Algarrobal
,,,,El Challao
,,,,El Plumerillo
,,,,El Resguardo
,,,,El Zapallar
,,,,Las Heras
,,,,Panquehua
,,,,Papagayos
,,,,Puente del Inca
,,,,Uspallata
,,,,3 de Mayo
,,,,Barrio Los Olivos
,,,,Costa de Araujo
,,,,El Vergel
,,,,Ingeniero Gustavo André
,,,,Jocolí
,,,,Jocolí Viejo
,,,,Villa Tulumaya
,,,,Agrelo
,,,,Barrio Perdriel IV
,,,,Cacheuta
,,,,Carrodilla
,,,,Chacras De Coria
,,,,Costa Flores
,,,,El Carrizal
,,,,El Salto
,,,,La Puntilla
,,,,Las Compuertas
,,,,Las Vegas
,,,,Luján de Cuyo
,,,,Mayor Drummond
,,,,Perdriel
,,,,Potrerillos
,,,,Ugarteche
,,,,Vistalba
,,,,Barrancas
,,,,Barrio Jesús de Nazaret
,,,,Coquimbito
,,,,Cruz de Piedra
,,,,El Pedregal
,,,,Fray Luis Beltrán
,,,,General Gutierrez
,,,,Luzuriaga
,,,,Maipú
,,,,Rodeo del Medio
,,,,Russell
,,,,San Roque
,,,,Villa Teresa
,,,,Las Leñas
,,,,Malargüe
,,,,OTROS
,,,,Andrade
,,,,Barrio Cooperativa Los Campamentos
,,,,Barrio Rivadavia
,,,,El Mirador
,,,,La Central
,,,,La Esperanza
,,,,La Florida
,,,,La Libertad
,,,,Los Árboles
,,,,Los Campamentos
,,,,Medrano
,,,,Mundo Nuevo
,,,,Reducción de Abajo
,,,,Rivadavia
,,,,Santa María de Oro
,,,,Barrio El Cepillo
,,,,Chilecito
,,,,Eugenio Bustos
,,,,La Consulta
,,,,Pareditas
,,,,San Carlos
,,,,Alto Salvador
,,,,Alto Verde
,,,,Chapanay
,,,,El Espino
,,,,El Ramblón
,,,,Montecaseros
,,,,Nueva California
,,,,OTROS
,,,,Palmira
,,,,San Martín
,,,,Tres Porteñas
,,,,25 de Mayo
,,,,Capitán Montoya
,,,,Cuadro Benegas
,,,,El Nihuil
,,,,Goudge
,,,,Jaime Prats
,,,,Las Malvinas
,,,,Monte Comán
,,,,Punta del Agua
,,,,Rama Caída
,,,,Real del Padre
,,,,Salto de Las Rosas
,,,,San Rafael
,,,,Villa Atuel
,,,,Villa Atuel Norte
,,,,Barrio 12 de Octubre
,,,,La Dormida
,,,,Las Catitas
,,,,Santa Rosa
,,,,Campo Los Andes
,,,,Colonia Las Rosas
,,,,Los Sauces
,,,,Tunuyán
,,,,Vista Flores
,,,,Cordón del Plata
,,,,La Arboleda
,,,,San José
,,,,Tupungato
,,,,25 de Mayo
,,,,Alba Posse
,,,,Alicia Baja
,,,,Colonia Alicia
,,,,Colonia Aurora
,,,,San Francisco de Asís
,,,,Santa Rita
,,,,Apóstoles
,,,,Azara
,,,,San José
,,,,Aristóbulo del Valle
,,,,Campo Grande
,,,,Dos de Mayo Núcleo I
,,,,Dos de Mayo Núcleo III
,,,,OTROS
,,,,Pueblo Illia
,,,,Salto Encantado
,,,,Barrio Del Lago
,,,,Bonpland
,,,,Candelaria
,,,,Mártires
,,,,Profundidad
,,,,Santa Ana
,,,,Garupá
,,,,Nemesio Parma
,,,,Posadas
,,,,Concepción de la Sierra
,,,,La Corita
,,,,Colonia Victoria
,,,,Eldorado
,,,,Puerto Mado
,,,,Santiago De Liniers
,,,,Bernardo de Irigoyen
,,,,Dos Hermanas
,,,,El Soberbio
,,,,Fracrán
,,,,San Vicente
,,,,Esperanza
,,,,Libertad
,,,,Puerto Iguazú
,,,,Wanda
,,,,Almafuerte
,,,,Arroyo del Medio
,,,,Caá - Yarí
,,,,Cerro Azul
,,,,Dos Arroyos
,,,,Gobernador López
